PUID,Name,Version,Extensions,Signatures?,MIMEType,Deprecated?
x-fmt/101,Harvard Graphics Show,3,sh3 ,1,,
x-fmt/102,3D Studio Shapes,,shp ,0,,
x-fmt/103,AutoCAD Compiled Shape/Font File,,shx ,1,,
x-fmt/104,AutoCAD Slide Library,,slb ,1,,
x-fmt/105,AutoCAD Slide,,sld ,1,application/sld,
x-fmt/106,Microsoft Symbolic Link (SYLK) File,,slk ,1,,
x-fmt/107,AutoCAD Named Plot Style Table,,stb ,1,,
x-fmt/108,STL (Standard Tessellation Language) ASCII,,stl ,1,,
x-fmt/109,Scalable Vector Graphics Compressed,,svgz ,0,image/svg+xml,
x-fmt/11,Revisable-Form-Text Document Content Architecture,,,0,,
x-fmt/110,Fixed Width Values Text File,,,0,text/plain,
x-fmt/111,Plain Text File,,txt ,0,text/plain,
x-fmt/112,AutoCAD External Database Configuration File,,udl ,0,,
x-fmt/113,Microsoft Visio Drawing,5,vsd ,0,application/vnd.visio,
x-fmt/114,Lotus 1-2-3 Worksheet,2,wk1 wk2 ,1,application/vnd.lotus-1-2-3,
x-fmt/115,Lotus 1-2-3 Worksheet,3,wk3 ,1,application/lotus123,
x-fmt/116,Lotus 1-2-3 Worksheet,04-May,wk4 ,1,application/lotus123,
x-fmt/117,Lotus 1-2-3 Worksheet,1,wks ,1,application/vnd.lotus-1-2-3,
x-fmt/118,Microsoft Works Spreadsheet,2,,0,,yes
x-fmt/119,Windows Metafile Image,,wmf ,2,image/wmf,
x-fmt/12,Write for Windows Document,3,wri ,1,,
x-fmt/120,Microsoft Works for Windows,4,wps ,0,,
x-fmt/121,Quattro Pro Spreadsheet for DOS,01-Apr,wkq wq1 ,1,,
x-fmt/122,Quattro Pro Spreadsheet for DOS,5,wkq wq2 ,1,,
x-fmt/123,Microsoft Excel Macro,4,xla xlm ,0,application/vnd.ms-excel,
x-fmt/124,Microsoft Excel Add-In,,xla xll ,0,,
x-fmt/125,Microsoft Excel Toolbar,,xlb ,0,,
x-fmt/126,Microsoft Excel Chart,4,xlc ,1,,
x-fmt/127,AutoCAD Xref Log,,xlg ,0,,
x-fmt/128,Microsoft Excel Workspace,,xlw ,0,,
x-fmt/129,Microsoft Word for Macintosh Document,X,,0,,yes
x-fmt/13,Tab-separated values,,tsv ,0,text/tab-separated-values,
x-fmt/130,MS-DOS Text File with line breaks,,,0,text/plain,
x-fmt/131,Stationery for Mac OS X,,doc ,0,,
x-fmt/132,Speller Custom Dictionary,,dic ,0,,
x-fmt/133,Speller Exclude Dictionary,,dic ,0,,
x-fmt/134,AutoCAD Device-Independent Binary Plotter File,,adi ,0,,
x-fmt/135,Audio Interchange File Format,1.3,,0,,yes
x-fmt/136,Audio Interchange File Format (compressed),,aifc ,1,audio/x-aiff,
x-fmt/137,Electronic Arts Music,,asf ,1,,
x-fmt/138,Active Server Page,,asp ,0,,
x-fmt/139,NeXT/Sun sound,,au ,1,audio/basic,
x-fmt/14,Macintosh Text File,,,0,text/plain,
x-fmt/140,Silicon Graphics Image,,bw rgb ,1,image/x-sgi-bw,
x-fmt/141,Calendar Creator Plus Data File,2,cce ,1,,
x-fmt/142,Computer Graphics Metafile ASCII,1,cgm ,4,image/cgm,
x-fmt/143,OS/2 Change Control File,,cin ,0,,
x-fmt/144,Corel Photo-Paint Image,,cpt ,3,,
x-fmt/145,Stats+ Data File,,,0,,
x-fmt/146,Scitex Continuous Tone Bitmap,,ct ,1,,
x-fmt/147,Paradox Database Table,7,db ,1,,
x-fmt/148,IBM DisplayWrite DCA Text File,,dca ,0,,
x-fmt/149,Desktop Color Separation File,,dcs ,0,,
x-fmt/15,MS-DOS Text File,,,0,text/plain,
x-fmt/150,Visual FoxPro Database Container File,,dcx ,1,,
x-fmt/151,Micrografx Designer,,dsf ,container,,
x-fmt/152,Digital Video,,dv ,0,video/dv,
x-fmt/153,Microsoft Windows Enhanced Metafile,1,emf ,2,image/emf,
x-fmt/154,AutoDesk FLIC Animation,,fli ,1,,
x-fmt/155,AutoCAD Film Roll,,flm ,0,,
x-fmt/156,Ventura Publisher,,gen ,0,,
x-fmt/157,Interchange File,,iff ,1,,
x-fmt/158,Initial Graphics Exchange Specification (IGES),5.x,iges igs ,1,model/iges,
x-fmt/159,GEM Image,,img ,1,,
x-fmt/16,Unicode Text File,,,0,text/plain,
x-fmt/160,Java Servlet Page,,jsp ,0,text/html,
x-fmt/161,MacPaint Image,1,mac ,1,,
x-fmt/162,Adobe FrameMaker Interchange Format,,mif ,1,application/vnd.mif,
x-fmt/163,NAP Metafile,,nap ,0,,
x-fmt/164,Portable Bitmap Image - ASCII,,pbm ,1,image/x-portable-bitmap,
x-fmt/165,Kodak PhotoCD Image,1,,0,,yes
x-fmt/166,PICS Animation,,pcs ,0,,
x-fmt/167,Adobe PhotoDeluxe,,pdd ,0,,
x-fmt/168,Broderbund Print Shop Deluxe,01-Apr,pcc pda pdb pdc pdg pdl pds ,2,,
x-fmt/169,PHP Script Page,,php ,0,text/html,
x-fmt/17,Microsoft Excel Template,97-2003,xlt ,container,application/vnd.ms-excel,
x-fmt/170,PC Paint Bitmap,,pic ,1,,
x-fmt/171,Inset Systems Bitmap,,pix ,0,,
x-fmt/172,Microsoft FoxPro Library,,plb ,0,,
x-fmt/173,PageMaker Document,5,pm5 ,0,,
x-fmt/174,PageMaker Document,6,pm6 ,0,,
x-fmt/175,MacPaint Graphics,,pnt ,0,,
x-fmt/176,Picture Publisher Bitmap,4,pp4 ,1,,
x-fmt/177,Microsoft PowerPoint Graphics File,,ppi ,0,,
x-fmt/178,Portable Pixel Map - ASCII,,ppm ,1,image/x-portable-pixmap,
x-fmt/179,Microsoft Visual Modeller Petal file (ASCII),,ptl ,0,,
x-fmt/18,Comma Separated Values,,csv ,0,text/csv,
x-fmt/180,Instalit Script,,pvd ,0,,
x-fmt/181,PageMaker Document,6.5,p65 ,0,,
x-fmt/182,QuarkXPress Data File,,qcd qpt qwd qwt qxb qxd qxl qxp qxt ,2,application/vnd.Quark.QuarkXPress,
x-fmt/183,RealAudio Metafile,,ram ,1,audio/vnd.rn-realaudio,
x-fmt/184,Sun Raster Image,,ras sun ,1,image/x-sun-raster,
x-fmt/185,Raw Bitmap,,raw ,0,,
x-fmt/186,Silicon Graphics RGB File,,,0,,yes
x-fmt/187,Painter RIFF Image File,,rif ,2,,
x-fmt/188,SDSC Image Tool Wavefront Raster Image,,rla ,0,,
x-fmt/189,SDSC Image Tool Run-Length Encoded Bitmap,,rle ,0,,
x-fmt/19,3D Studio,,3ds ,2,,
x-fmt/190,RealMedia,,rm rmvb ,1,application/vnd.rn-realmedia,
x-fmt/191,AMI Professional Document,,sam ,1,application/vnd.lotus-wordpro,
x-fmt/192,SAS for MS-DOS Catalog,,sct ,0,,
x-fmt/193,Unisys (Sperry) System Data File,,sdf ,0,,
x-fmt/194,IRIS Graphics,,,0,,yes
x-fmt/195,Standard Generalized Markup Language,,sgm sgml ,0,text/sgml,
x-fmt/196,NeXt Sound,,,0,,yes
x-fmt/197,DataFlex Query Tag Name,,tag ,0,,
x-fmt/198,Pagemaker TableEditor Graphics,,tbl ,0,,
x-fmt/199,Turbo Debugger Keystroke Recording File,,tdk ,0,,
x-fmt/2,Microsoft Word for Macintosh Document,6,,0,,yes
x-fmt/20,Adobe Illustrator,1.0 / 1.1,ai ,2,application/postscript,
x-fmt/200,PageMaker Time Stamp File,4,tym ,0,,
x-fmt/201,CCITT G.711 Audio,,ulaw ,0,,
x-fmt/202,Corel Wavelet Compressed Bitmap,,wi wvl ,2,,
x-fmt/203,WordPerfect for Windows Document,5.2,w52 wp wp5 wpd ,0,application/vnd.wordperfect,
x-fmt/204,Microsoft Word for Windows Macro,,wpm ,0,,
x-fmt/205,WordStar for MS-DOS Document,5,ws ws5 ,1,,
x-fmt/206,WordStar for Windows Document,1,ws wsd wsw ,0,,
x-fmt/207,X-Windows Bitmap Image,X11,xbm ,1,image/x-xbitmap,
x-fmt/208,X-Windows Pixmap Image,X10,xpm ,1,image/x-xpixmap,
x-fmt/209,SDSC Image Tool X Window Dump Format,,xwd ,0,,
x-fmt/21,7-bit ANSI Text,,ans ,0,text/plain,
x-fmt/210,XYWrite Document,,xy ,0,,
x-fmt/211,XYWrite Document,III,xy3 ,0,,
x-fmt/212,Lotus 1-2-3 Worksheet,5,,0,,yes
x-fmt/213,Quicken Data File,,abd qdf qel ,0,,
x-fmt/214,Microsoft Paint,1,msp ,1,,
x-fmt/215,GEM Metafile Format,1,gem ,2,,
x-fmt/216,Microsoft Powerpoint Packaged Presentation,,ppz ,0,,
x-fmt/217,Adobe ACD,,acd ,0,,
x-fmt/218,ESRI Arc/Info Binary Grid,,adf ,1,,
x-fmt/219,Internet Archive,1,arc ,1,application/x-internet-archive,
x-fmt/22,7-bit ASCII Text,,asc ,0,text/plain,
x-fmt/220,Applixware Spreadsheet,,as ,1,,
x-fmt/221,MapBrowser/MapWriter Vector Map Data,,cbd ,2,,
x-fmt/222,CD Audio,,cda ,1,application/x-cdf,
x-fmt/223,Autodesk Animator CEL File Format,,cel ,1,,
x-fmt/224,Cascading Style Sheet,,css ,0,text/css,
x-fmt/225,ESRI MapInfo Data File,,mid ,0,,
x-fmt/226,ESRI Arc/Info Export File,,e00 e01 e02 e03 e04 e05 e06 e07 e08 e09 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20 x00 ,1,,
x-fmt/227,Geography Markup Language,,gml ,1,application/gml+xml,
x-fmt/228,Applixware Bitmap,,im ,1,,
x-fmt/229,Intergraph Raster Image,,ing ,0,,
x-fmt/23,Microsoft Excel Backup,,xlk ,0,,
x-fmt/230,MIDI Audio,,mid midi ,1,audio/midi,
x-fmt/231,ESRI MapInfo Export File,,mif ,4,,
x-fmt/232,Microsoft Project Export File,1,mpx ,1,application/x-project,
x-fmt/233,Paint Shop Pro Image,3,psp ,1,,
x-fmt/234,Paint Shop Pro Image,5,psp ,1,,
x-fmt/235,ESRI Arc/View ShapeFile,,shp ,1,,
x-fmt/236,WordStar for MS-DOS Document,5.5,ws ,1,,
x-fmt/237,WordStar for MS-DOS Document,6,ws ws6 ,1,,
x-fmt/238,Microsoft Access Database,95,mdb ,1,,
x-fmt/239,Microsoft Access Database,97,mdb ,1,,
x-fmt/24,AutoCAD Block Attribute Template,,blk ,0,,
x-fmt/240,Microsoft Access Database,2000,mdb ,1,,
x-fmt/241,Microsoft Access Database,2002,mdb ,1,,
x-fmt/242,Microsoft FoxPro Database,2.6,dbf ,0,,
x-fmt/243,Microsoft Project,4,mpp ,container,application/vnd.ms-project,
x-fmt/244,Microsoft Project,95,mpp ,0,application/vnd.ms-project,
x-fmt/245,Microsoft Project,98,mpp ,container,application/vnd.ms-project,
x-fmt/246,Microsoft Project,2000,,0,,yes
x-fmt/247,Microsoft Project,2000-2003,mpp ,container,application/vnd.ms-project,
x-fmt/248,Microsoft Outlook Personal Folders (ANSI),1997-2002,pst ,1,,
x-fmt/249,Microsoft Outlook Personal Folders (Unicode),2003-2007,pst ,1,,
x-fmt/25,OS/2 Bitmap,1,,0,,yes
x-fmt/250,Microsoft Outlook Personal Folders,,,0,,yes
x-fmt/251,Microsoft Outlook Personal Folders,,,0,,yes
x-fmt/252,Microsoft Publisher,2,pub ,container,,
x-fmt/253,Microsoft Publisher,95,pub ,container,,
x-fmt/254,Microsoft Publisher,97,pub ,0,,
x-fmt/255,Microsoft Publisher,98,pub ,0,,
x-fmt/256,Microsoft Publisher,2000,pub ,0,,
x-fmt/257,Microsoft Publisher,2002,pub ,container,,
x-fmt/258,Microsoft Visio Drawing,2000,vsd ,container,application/vnd.visio,
x-fmt/259,Microsoft Visio Drawing,2002,vsd ,0,application/vnd.visio,
x-fmt/26,AutoCAD Batch Plot File,1.0-R14,bp2 bpl ,0,,
x-fmt/260,WordStar for MS-DOS Document,4,ws ws4 ,0,,
x-fmt/261,WordStar for MS-DOS Document,7,ws ws7 ,1,,
x-fmt/262,WordStar for Windows Document,2,ws wsw ,0,,
x-fmt/263,ZIP Format,,zip ,1,application/zip,
x-fmt/264,RAR Archive,2,rar ,1,application/vnd.rar,
x-fmt/265,Tape Archive Format,,tar ,1,application/x-tar,
x-fmt/266,GZIP Format,,gz z ,1,application/gzip,
x-fmt/267,BZIP Compressed Archive,,bz ,1,,
x-fmt/268,BZIP2 Compressed Archive,,bz2 ,1,application/x-bzip2,
x-fmt/269,ZOO Compressed Archive,,zoo ,1,,
x-fmt/27,AutoCAD Batch Plot File,2000-2005,bp3 ,0,,
x-fmt/270,OS/2 Bitmap,2,bmp ,3,image/bmp,
x-fmt/271,dBASE Database,III+,dbf ,1,,
x-fmt/272,dBASE Database,V,dbf ,0,,
x-fmt/273,Microsoft Word for MS-DOS Document,3,doc ,0,application/msword,
x-fmt/274,Microsoft Word for MS-DOS Document,4,doc ,1,application/msword,
x-fmt/275,Microsoft Word for MS-DOS Document,5,doc ,1,application/msword,
x-fmt/276,Microsoft Word for MS-DOS Document,5.5,doc ,1,application/msword,
x-fmt/277,Real Video,,rv ,0,video/vnd.rn-realvideo,
x-fmt/278,RealAudio,3,ra ,1,audio/vnd.rn-realaudio,
x-fmt/279,MPEG 1/2 Audio Layer 3 Streaming,,m3u ,0,audio/mpeg,
x-fmt/28,CALS Compressed Bitmap,,cal ,1,,
x-fmt/280,XML Schema Definition,,xsd ,1,application/xml,
x-fmt/281,Extensible Stylesheet Language,,xsl ,0,application/xml,
x-fmt/282,8-bit ANSI Text,,ans ,0,text/plain,
x-fmt/283,8-bit ASCII Text,,asc ,0,text/plain,
x-fmt/284,IBM DisplayWrite Final Form Text File,,fft ,0,,
x-fmt/285,IBM DisplayWrite Revisable Form Text File,,rft ,0,,
x-fmt/286,DEC Data Exchange File,,dx ,0,application/dec-dx.,
x-fmt/287,DEC WPS Plus Document,,wpl ,0,,
x-fmt/288,IBM DisplayWrite Document,2,,0,,
x-fmt/289,IBM DisplayWrite Document,3,,0,,
x-fmt/29,CorelDraw Drawing,6,cdr ,1,,
x-fmt/290,AMI Draw Vector Image,,sdw ,1,,
x-fmt/291,CorelDraw Drawing,7,cdr ,1,,
x-fmt/292,CorelDraw Drawing,8,cdr ,1,,
x-fmt/293,Hewlett Packard Graphics Language,,hpgl ,0,application/vnd.hp-HPGL,
x-fmt/294,Micrografx Draw,3,drw ,1,,
x-fmt/295,Micrografx Draw,4,drt drw ,1,,
x-fmt/296,Micrografx Designer,3.1,drw ,0,,
x-fmt/297,Paint Shop Pro Image,6,psp pspimage ,1,,
x-fmt/298,Paint Shop Pro Image,7,psp pspimage ,1,,
x-fmt/299,X-Windows Bitmap Image,X10,xbm ,1,image/x-xbitmap,
x-fmt/3,Online Description Tool Format,,odt ,0,,
x-fmt/30,CorelDraw Template,,cdt ,0,,
x-fmt/300,X-Windows Screen Dump File,X10,xdm xwd ,1,image/x-xwindowdump,
x-fmt/301,ACBM Graphics,,acb ,0,,
x-fmt/302,Adobe FrameMaker Document,8,fm ,1,application/vnd.framemaker,
x-fmt/303,Aldus Freehand Drawing,3,fh3 ,1,,
x-fmt/304,Aldus Freehand Drawing,4,fh4 ,0,,
x-fmt/305,Apple Sound,,afc ,0,,
x-fmt/306,AutoSketch Drawing,,skf ,0,,
x-fmt/307,Paradox Database Memo Field (Binary Large Object),,dbq mb ,1,,
x-fmt/308,Btrieve Database,5.1,btr ,0,,
x-fmt/309,ChiWriter Document,3,chi ,1,,
x-fmt/31,CorelDraw Compressed Drawing,1,cdx cjw ,1,,
x-fmt/310,CorelCHART Document,,cch ,0,,
x-fmt/311,dBASE Text Memo,,dbt ,0,,
x-fmt/312,DesignCAD Drawing,,dc dc2 ,0,,
x-fmt/313,DesignCAD for Windows Drawing,,dw2 ,0,,
x-fmt/314,Digital Terrain Elevation Data,,avg dt0 dt1 dt2 dted max min ,1,,
x-fmt/315,Document Type Definition,,dtd ,0,,
x-fmt/316,Dr Halo Bitmap,,cut ,0,,
x-fmt/317,ESRI Arc/View Project,2.x,apr ,1,,
x-fmt/318,FileMaker Pro Database,3,fm fmp fp fp3 ,1,application/x-filemaker,
x-fmt/319,FileMaker Pro Database,5,fm fmp fp fp5 ,1,,
x-fmt/32,Harvard Graphics Chart,3,ch3 ,1,,
x-fmt/320,Fractal Image,,fif ,1,,
x-fmt/321,Framework Database,II,fw fw2 ,0,,
x-fmt/322,Framework Database,III,fw3 ,0,,
x-fmt/323,Framework Database,IV,fw4 ,0,,
x-fmt/324,Harvard Graphics Presentation,2,shw ,1,,
x-fmt/325,Harvard Graphics Vector Graphics,2,cht ,1,,
x-fmt/326,Hewlett Packard AdvanceWrite Text File,,aw ,0,,
x-fmt/327,IntelliDraw Vector Graphics,,idw ,0,,
x-fmt/328,InterBase Database,,gdb ,0,,
x-fmt/329,Interleaf Document,,doc ,0,,
x-fmt/33,Corel R.A.V.E.,1,clk ,1,,
x-fmt/330,JustWrite Text Document,,jw jwt ,1,,
x-fmt/331,Lotus 1-2-3 Spreadsheet Formatting File,2.3-2.4,fm1 fmt ,1,,
x-fmt/332,Lotus 1-2-3 Spreadsheet Formatting File,3,fm3 ,0,,
x-fmt/333,Lotus Approach View File,97,apr ,0,application/vnd.lotus-approach,
x-fmt/334,Lotus Approach View File,,apt ,0,application/vnd.lotus-approach,
x-fmt/335,Lotus Freelance Smartmaster Graphics,,mas ,0,application/vnd.lotus-freelance,
x-fmt/336,Lotus Notes Database,2,ns2 nsf ,0,application/vnd.lotus-notes,
x-fmt/337,Lotus Notes Database,3,ns3 nsf ,0,application/vnd.lotus-notes,
x-fmt/338,Lotus Notes Database,4,ns4 nsf ,0,application/vnd.lotus-notes,
x-fmt/339,Lotus Notes File,,box ,0,,
x-fmt/34,Corel Presentation Exchange File,5,cmx ,1,,
x-fmt/340,Lotus WordPro Document,96,lwp ,1,application/lwp,
x-fmt/341,Macromedia Director,PC,dir dxr ,1,application/x-director,
x-fmt/342,Microsoft FoxPro Memo,,fpt frt pjt vct ,3,,
x-fmt/343,Microsoft Visual FoxPro Table,,dbx ,0,,
x-fmt/344,Microsoft Works Database,,bdb ,0,,
x-fmt/345,Microsoft Works Document,,bps ,0,,
x-fmt/346,Microstation CAD Drawing,95,dgn ,0,,
x-fmt/347,MultiMate Text File,4.x,dox ,0,,
x-fmt/348,Multipage Zsoft Paintbrush Bitmap Graphics,,dcx ,1,image/x-dcx,
x-fmt/349,Nota Bene Text File,,nb ,0,,
x-fmt/35,Corel Presentation Exchange File,6 and Later,cmx ,1,,
x-fmt/350,OmniPage Pro Document,05-Sep,met ,1,,
x-fmt/351,PageMaker Document,3,pm3 ,0,,
x-fmt/352,PageMaker Document,4,pm4 ,0,,
x-fmt/353,Professional Write Text File,,pw ,0,,
x-fmt/354,SAP Document,,ali ,0,,
x-fmt/355,SAS Data File,,ssd ,0,,
x-fmt/356,SAS for MS-DOS Database,,ssd ,0,,
x-fmt/357,Scanstudio 16-Colour Bitmap,,adc ,0,,
x-fmt/358,Silicon Graphics Graphics File,,,0,,yes
x-fmt/359,StarOffice Calc,5.x,sdc ,container,,
x-fmt/36,CorelDraw Compressed Drawing,2,cpx ,1,,
x-fmt/360,StarOffice Impress,5.x,sdd ,container,,
x-fmt/361,StatGraphics Data File,,aws ,0,,
x-fmt/362,StratGraphics Data File,,asf ,0,,
x-fmt/363,SuperCalc Spreadsheet,4,cal ,1,,
x-fmt/364,SuperCalc Spreadsheet,5,cal ,1,,
x-fmt/365,TeX Binary File,,dvi ,0,application/x-dvi,
x-fmt/367,Truevision TGA Bitmap,1,afi bpx icb tga vda vst ,2,,
x-fmt/368,VisiCalc Database,,dif ,0,,
x-fmt/369,Vista Pro Graphics,,dem ,0,,
x-fmt/37,AutoCAD Colour-Dependant Plot Style Table,,ctb ,1,,
x-fmt/370,WordStar for MS-DOS Document,3,ws ws3 ,0,,
x-fmt/371,XYWrite for Windows Document,4,xyw ,0,,
x-fmt/372,XYWrite Document,III+,xyp ,0,,
x-fmt/373,XYWrite Document,IV,xy4 ,0,,
x-fmt/374,CorelDraw Drawing,9,cdr ,1,,
x-fmt/375,CorelDraw Drawing,10,cdr ,1,,
x-fmt/376,Paint Shop Pro Image,8,pspimage ,1,,
x-fmt/377,Paint Shop Pro Image,4,psp ,1,,
x-fmt/378,CorelDraw Drawing,11,cdr ,1,,
x-fmt/379,CorelDraw Drawing,3,cdr ,1,,
x-fmt/38,AutoCAD Custom Dictionary,,cus ,0,,
x-fmt/380,dBASE for Windows database,5,dbf ,0,,
x-fmt/381,Dia Graphics Format,,dia ,0,,
x-fmt/382,Macromedia FLV,1,flv ,1,video/x-flv,
x-fmt/383,Flexible Image Transport System,,fits ,1,application/fits,
x-fmt/384,Quicktime,,mov qtm ,8,video/quicktime,
x-fmt/385,MPEG-1 Program Stream,,mpeg mpg ,1,video/mpeg,
x-fmt/386,MPEG-2 Program Stream,,mod mpeg mpg ,1,video/mpeg,
x-fmt/387,Exchangeable Image File Format (Uncompressed),2.2,tif tiff ,4,image/tiff,
x-fmt/388,Exchangeable Image File Format (Uncompressed),2.1,tif tiff ,4,image/tiff,
x-fmt/389,Exchangeable Image File Format (Audio),2.1,wav ,1,audio/x-wav,
x-fmt/39,AutoCAD dbConnect Query Set,,dbq ,0,,
x-fmt/390,Exchangeable Image File Format (Compressed),2.1,jpeg jpg ,2,image/jpeg,
x-fmt/391,Exchangeable Image File Format (Compressed),2.2,jpeg jpg ,2,image/jpeg,
x-fmt/392,JP2 (JPEG 2000 part 1),,jp2 ,1,image/jp2,
x-fmt/393,WordPerfect for MS-DOS Document,5,w50 wp wp5 wpd ,1,application/vnd.wordperfect,
x-fmt/394,WordPerfect for MS-DOS/Windows Document,5.1,w51 wp wp5 wpd ,1,application/vnd.wordperfect,
x-fmt/395,WordPerfect Graphics Metafile,1,wpg ,1,,
x-fmt/396,Exchangeable Image File Format (Audio),2.2,wav ,1,audio/x-wav,
x-fmt/397,Exchangeable Image File Format (Audio),2,wav ,1,audio/x-wav,
x-fmt/398,Exchangeable Image File Format (Compressed),2,jpeg jpg ,2,image/jpeg,
x-fmt/399,Exchangeable Image File Format (Uncompressed),2,tif tiff ,4,image/tiff,
x-fmt/4,Write for Windows Document,3.1,wri ,1,,
x-fmt/40,AutoCAD dbConnect Template Set,,dbt ,0,,
x-fmt/400,StarOffice Writer,5.x,sdw ,container,application/vnd.stardivision.writer,
x-fmt/401,StarOffice Draw,5.x,sda ,container,application/vnd.stardivision.draw,
x-fmt/402,StarOffice Draw,5.2,,0,,yes
x-fmt/403,StarOffice Writer,5.2,,0,,yes
x-fmt/404,StarOffice Calc,5.2,,0,,yes
x-fmt/405,StarOffice Impress,5.2,,0,,yes
x-fmt/406,PostScript,2,ps ,1,application/postscript,
x-fmt/407,PostScript,2.1,ps ,1,application/postscript,
x-fmt/408,PostScript,3,ps ,1,application/postscript,
x-fmt/409,MS-DOS Executable,,exe ,1,,
x-fmt/41,Data Interchange Format,,dif ,1,,
x-fmt/410,Windows New Executable,,exe ,1,,
x-fmt/411,Windows Portable Executable,,dll exe sys ,1,application/vnd.microsoft.portable-executable,
x-fmt/412,Java Archive Format,,jar ,1 & container,application/java-archive,
x-fmt/413,Batch file (executable),,bat ,0,,
x-fmt/414,Windows Cabinet File,,cab ,1,application/vnd.ms-cab-compressed,
x-fmt/415,Java Compiled Object Code,,class ,1,,
x-fmt/416,BinHex Binary Text,,hqx ,1,,
x-fmt/417,HTML Extension File,,htx ,0,,
x-fmt/418,Icon file format,,ico ,1,image/vnd.microsoft.icon,
x-fmt/419,DVD data file and backup data file,,bup ifo ,1,,
x-fmt/42,Wordperfect Secondary File,5,doc ,0,,
x-fmt/420,Windows Setup File,,inf ,3,application/inf,
x-fmt/421,Text Configuration file,,ini ,0,,
x-fmt/422,Java language source code file,,java ,0,,
x-fmt/423,JavaScript file,,js ,0,application/javascript,
x-fmt/424,Deluxe Paint bitmap,,lbm ,0,,
x-fmt/425,Generic Library File,,lib ,0,,
x-fmt/426,License file,,lic ,0,,
x-fmt/427,Acrobat Language definition file,,lng ,0,,
x-fmt/428,Microsoft Windows Shortcut,,lnk ,1,,
x-fmt/429,MHTML,,mht mhtml ,1,multipart/related,
x-fmt/43,Wordperfect Secondary File,5.1/5.2,doc ,0,,
x-fmt/430,Microsoft Outlook Email Message,97-2003,msg oft ,1 & container,,
x-fmt/432,3DM,4,3dm ,1,,
x-fmt/433,3DM,1,3dm ,1,,
x-fmt/434,3DM,2,3dm ,1,,
x-fmt/435,3DM,3,3dm ,1,,
x-fmt/436,CATIA Model,4,mod model ,1,application/octet-stream,
x-fmt/437,CATIA Project,4,project ,0,application/octet-stream,
x-fmt/438,CATIA,5,catmaterial ,1,application/octet-stream,
x-fmt/439,CATIA Model (Part Description),5,catpart ,1,application/octet-stream,
x-fmt/44,WordPerfect for MS-DOS/Windows Document,6,doc w60 wp wp6 wpd ,1,application/vnd.wordperfect,
x-fmt/440,CATIA Product Description,5,catproduct ,1,application/octet-stream,
x-fmt/441,AutoCAD Database File Locking Information,,dwl ,0,application/octet-stream,
x-fmt/442,form*Z Project File,,fmz ,0,application/octet-stream,
x-fmt/443,Revit Family File,,rfa ,0,application/octet-stream,
x-fmt/444,Revit Family Template,,rft ,0,application/octet-stream,
x-fmt/445,Revit Template,,rte ,0,application/octet-stream,
x-fmt/446,Revit External Group,,rvg ,0,application/octet-stream,
x-fmt/447,Revit Project,,rvt ,0,application/octet-stream,
x-fmt/448,Revit Workspace,,rws ,0,application/octet-stream,
x-fmt/449,Steel Detailing Neutral Format,,sdn ,0,text/plain,
x-fmt/45,Microsoft Word Document Template,97-2003,dot ,container,,
x-fmt/450,Adobe InDesign Document,Generic,ind indd ,1,application/octet-stream,
x-fmt/451,SketchUp Document,,skb skp ,2,,
x-fmt/452,SketchUp Document,,,0,,yes
x-fmt/453,TrueType Font,,ttf ,1,font/ttf,
x-fmt/454,Microsoft Internet Shortcut,,url ,1,text/plain,
x-fmt/455,AutoCAD Drawing,2007-2008,dwg ,1,image/vnd.dwg,
x-fmt/46,Microsoft Excel ODBC Query,,dqy ,0,,
x-fmt/47,Micrografx Draw,01-Feb,drw ,1,,
x-fmt/48,Visual Basic Macro,,dvb ,0,,
x-fmt/49,AutoCAD Design Web Format,6,dwf ,1,application/dwf ,
x-fmt/5,Works for Macintosh Document,4,,0,,
x-fmt/50,AutoCAD Drawing Standards File,,dws ,0,,
x-fmt/51,AutoCAD Drawing Template,,dwt ,0,,
x-fmt/52,Drawing Interchange Format Style Extract,,dxx ,0,,
x-fmt/53,Macromedia Freehand,5,fh5 ,1,,
x-fmt/54,AutoCAD Font Mapping Table,,fmp ,0,,
x-fmt/55,Frame Vector Metafile,,fmv ,0,,
x-fmt/56,Kodak FlashPix Image,,fpx ,container,image/vnd.fpx,
x-fmt/57,Ventura Publisher Vector Graphics,,gem ,0,,
x-fmt/58,Microsoft Excel Web Query,,iqy ,0,,
x-fmt/59,AutoCAD Last Saved Layer State,,las ,0,,
x-fmt/6,FoxPro Database,2,dbf ,0,,
x-fmt/60,AutoCAD Linetype Definition File,,lin ,0,,
x-fmt/61,AutoCAD Landscape Library,,lli ,0,,
x-fmt/62,Log File,,log ,0,,
x-fmt/63,AutoLISP File,,lsp ,0,,
x-fmt/64,Microsoft Word for Macintosh Document,4,mcw ,1,application/msword,
x-fmt/65,Microsoft Word for Macintosh Document,5,mcw ,1,application/msword,
x-fmt/66,Microsoft Access Database,2,mdb ,1,,
x-fmt/67,Met Metafile,,met ,0,,
x-fmt/68,AutoCAD Compiled Menu,,mnc ,0,,
x-fmt/69,AutoLISP Menu Source File,,mnl ,0,,
x-fmt/7,FoxPro Database,2.5,dbf ,0,,
x-fmt/70,AutoCAD Menu Resource File,,mnr mnt ,0,,
